COMUNIDADE;VOB;CAMINHO_CASO_DESENV;VERSAO;DATA_ULTIMA_ALTERACAO
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\MANUTENCOES\EVOLUTIVA\RJ200901881\OS 002\DOCEB124_CASO_DESENVOLVIMENTO_SIDAT-DEMANDA_RJ200901881_SISOL_328745.DOC;\MAIN\1;2012-08-02
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\257\DOCEB124_CASO_DESENVOLVIMENTO_CHANCELA_257.DOC;\MAIN\1;2010-01-13
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\257\DOCEB124_CASO_DESENVOLVIMENTO_SIAMT_SISOL_304306_257.DOC;\MAIN\1;2010-01-13
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\257\DOCEB124_CASO_DESENVOLVIMENTO_SISOL_304320_257.DOC;\MAIN\1;2010-01-13
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\257\DOCEB124_CASO_DESENVOLVIMENTO_SISOL_313395_257.DOC;\MAIN\1;2010-01-13
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\257\DOCEB124_CASO_DESENVOLVIMENTO_SISOL_313395_CHANCELA_257.DOC;\MAIN\1;2010-01-13
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\257\DOCEB124_CASO_DESENVOLVIMENTO_SISOL328745_OS0002_072009_257.DOC;\MAIN\1;2010-07-19
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\257\RJ200801221\DOCEB124_CASO_DESENVOLVIMENTO_SW302074.DOC;\MAIN\1;2011-08-26
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\257\RJ200801249\DOCEB124_CASO_DESENVOLVIMENTO_SISOL_249811_35.DOC;\MAIN\1;2010-01-13
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\257\RJ200900667\DOCEB124_CASO_DESENVOLVIMENTO_RJ200900667_SISOL_302074_SW302074.DOC;\MAIN\1;2011-08-26
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\257\RJ200901674\DOCEB124_CASO_DESENVOLVIMENTO_SISOL_310878_35.DOC;\MAIN\1;2010-01-13
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\3104\CASO_DESENVOLVIMENTO\DOCEB124_CASO_DESENVOLVIMENTO_GRDE.DOC;\MAIN\1;2010-12-10
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\3104\CASO_DESENVOLVIMENTO\DOCEB124_CASO_DESENVOLVIMENTO_NOTOCO.DOC;\MAIN\1;2010-12-10
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\3104\CASO_DESENVOLVIMENTO\DOCEB124_CASO_DESENVOLVIMENTO_SIDAT.DOC;\MAIN\1;2010-12-10
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\3104\CASO_DESENVOLVIMENTO\DOCEB124_CASO_DESENVOLVIMENTO_SINOT_SIIND.DOC;\MAIN\1;2010-12-10
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\3104\CASO_DESENVOLVIMENTO\DOCEB124_CASO_DESENVOLVIMENTO_SIPAR.DOC;\MAIN\1;2010-12-10
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\3104\CASO_DESENVOLVIMENTO\DOCEB124_CASO_DESENVOLVIMENTO_SUEPG.DOC;\MAIN\1;2010-12-10
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\3104\CASO_DESENVOLVIMENTO\DOCEB124_CASO_DESENVOLVIMENTO_SUOCO.DOC;\MAIN\1;2010-12-10
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\3104\DOCEB124_CASO_DESENVOLVIMENTO_SIDAT_3104.DOC;\MAIN\2;2009-08-14
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\35\DOCEB124_CASO_DESENVOLVIMENTO_SIDAT_SISOL300312.DOC;\MAIN\1;2010-05-20
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\35\DOCEB124_CASO_DESENVOLVIMENTO_SISOL_243747_0003_112009_35.DOC;\MAIN\1;2010-01-13
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\35\DOCEB124_CASO_DESENVOLVIMENTO_SISOL_285771_35.DOC;\MAIN\1;2010-01-07
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\35\DOCEB124_CASO_DESENVOLVIMENTO_SISOL253246_003_35.DOC;\MAIN\1;2010-06-16
FUNDOS DE GOVERNO;SIDAT;SIDAT\09-GER_PROJETOS\PROJETOS\35\DOCEB124_CASO_DESENVOLVIMENTO_SISOL302074.DOC;\MAIN\1;2010-08-13
DEPÓSITOS E CAPTAÇÃO;SIDCE;SIDCE\06-AMBIENTE\SIDCE_CASO_DESENVOLVIMENTO_AGIL_V1.DOC;\MAIN\2;2022-08-09
CANAIS FÍSICOS;SIDCN;SIDCN\06-AMBIENTE\SIDCN - CASO DE DESENVOLVIMENTO.DOC;\MAIN\3;2022-09-02
DEPÓSITOS E CAPTAÇÃO;SIDEC;SIDEC\06-AMBIENTE\SIDEC_CASO_DESENVOLVIMENTO.DOC;\MAIN\3;2008-06-18
DEPÓSITOS E CAPTAÇÃO;SIDEC;SIDEC\06-AMBIENTE\SIDEC_V010_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2007-08-07
DEPÓSITOS E CAPTAÇÃO;SIDEC;SIDEC\06-AMBIENTE\SIDEC_V011_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2007-08-08
DEPÓSITOS E CAPTAÇÃO;SIDEC;SIDEC\06-AMBIENTE\SIDEC_V012_CASO_DESENVOLVIMENTO .DOC;\MAIN\1;2007-09-25
DEPÓSITOS E CAPTAÇÃO;SIDEC;SIDEC\07-GARANTIA_QUALIDADE\REVISAO\SIDEC_V1.0_REGISTRO_REVISAO_CASO_DESENVOLVIMENTO_20070312.DOC;\MAIN\1;2007-03-15
DEPÓSITOS E CAPTAÇÃO;SIDEC;SIDEC\08-GER_CONFIG_MUDANCA\HISTORICO\08-GER_CONFIG_MUDANCA\SOLICITACAO_MUDANCA\MELHORIAS\RELEASES_2009\SISOL00273583_BR2008001216\SIDEC - CASO DESENVOLVIMENTO.DOC;\MAIN\1;2009-10-28
DEPÓSITOS E CAPTAÇÃO;SIDEC;SIDEC\08-GER_CONFIG_MUDANCA\HISTORICO\08-GER_CONFIG_MUDANCA\SOLICITACAO_MUDANCA\MELHORIAS\RELEASES_2010\SISOL00276119_BR2008002702\CASO DE DESENVOLVIMENTO SIDEC 276119.DOC;\MAIN\3;2009-11-12
DEPÓSITOS E CAPTAÇÃO;SIDEC;SIDEC\08-GER_CONFIG_MUDANCA\HISTORICO\08-GER_CONFIG_MUDANCA\SOLICITACAO_MUDANCA\MELHORIAS\RELEASES_2010\SISOL00341187_BR200905705\CASO DE DESENVOLVIMENTO SIDEC 341187.DOC;\MAIN\1;2009-12-14
DEPÓSITOS E CAPTAÇÃO;SIDEC;SIDEC\08-GER_CONFIG_MUDANCA\HISTORICO\08-GER_CONFIG_MUDANCA\SOLICITACAO_MUDANCA\SERVICOS\RELEASES_2009\SISOL00339323 - BR200905218\SIDEC - CASO DESENVOLVIMENTO.DOC;\MAIN\3;2009-09-04
CONTROLADORIA, CONTÁBEIS, TRIBUTOS E ORÇAMENTO;SIDEM;SIDEM\04-TESTES\DES\MOCS1 - CAIXA SEGUROS\CASO DE TESTE PARA DESENVOLVIMENTO.XLS;\MAIN\1;2010-02-22
CONTROLADORIA, CONTÁBEIS, TRIBUTOS E ORÇAMENTO;SIDEM;SIDEM\09-GER_PROJETOS\PROJETOS\06 - AMBIENTE\MOCS1 - CAIXA SEGUROS\CASO DE DESENVOLVIMENTO_ESTRUTURADA.XLS;\MAIN\2;2009-10-08
CONTROLADORIA, CONTÁBEIS, TRIBUTOS E ORÇAMENTO;SIDEM;SIDEM\09-GER_PROJETOS\PROJETOS\06 - AMBIENTE\MOCS1 - CAIXA SEGUROS\CASO_DESENV_ESTRUTURADA.DOC;\MAIN\7;2010-04-09
DEPÓSITOS E CAPTAÇÃO;SIDEO;SIDEO\06-AMBIENTE\CASO DE DESENVOLVIMENTO SIDEO.DOC;\MAIN\2;2008-06-18
DEPÓSITOS E CAPTAÇÃO;SIDEO;SIDEO\06-AMBIENTE\CASO DE DESENVOLVIMENTO SIDEO008.DOC;\MAIN\1;2007-08-08
DEPÓSITOS E CAPTAÇÃO;SIDEO;SIDEO\07-GARANTIA_QUALIDADE\REGISTRO DE REVISÃ£O CASO DE DESENVOLVIMENTO SIDEC ON LINE.DOC;\MAIN\1;2007-03-15
DADOS (BIG DATA E ANALYTICS);SIDIM;SIDIM\06-AMBIENTE\SIDIM_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2018-04-25
DADOS (BIG DATA E ANALYTICS);SIDIM;SIDIM\06-AMBIENTE\SIDIM_CASO_DESENVOLVIMENTO_AGIL.DOC;\MAIN\1;2022-09-16
DADOS (BIG DATA E ANALYTICS);SIDIM;SIDIM\09-GER_PROJETOS\MANUTENCOES\SP201801358 - DOCUMENTACAO\OS00001\01 - AMBIENTE\SIDIM_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2018-03-13
DADOS (BIG DATA E ANALYTICS);SIDIM;SIDIM\09-GER_PROJETOS\MANUTENCOES\SP201801358 - DOCUMENTACAO\OS00002\01 - AMBIENTE\SIDIM_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2018-04-02
MEIOS DE PAGAMENTO;SIDIP;SIDIP\06-AMBIENTE\SIDIP_CASO_DESENVOVIMENTO_AGIL.DOC;\MAIN\1;2022-08-18
DEPÓSITOS E CAPTAÇÃO;SIDMF;SIDMF\06-AMBIENTE\CASO DE DESENVOLVIMENTO SIDMF.DOC;\MAIN\1;2007-03-14
DEPÓSITOS E CAPTAÇÃO;SIDMF;SIDMF\07-GARANTIA_QUALIDADE\REVISAO\REGISTRO DE REVISÃ£O CASO DE DESENVOLVIMENTO SIDMF.DOC;\MAIN\1;2007-03-15
COMUNIDADE_NAO_ENCONTRADA;SIDMO;SIDMO\06-AMBIENTE\OLD\SIDMO_CASO_DESENV_PU_DOCUMENTOS_CONTRATO.DOC;\MAIN\2;2012-06-13
COMUNIDADE_NAO_ENCONTRADA;SIDMO;SIDMO\06-AMBIENTE\OLD\SIDMO_CASO_DESENV_PU_V.1.0.DOC;\MAIN\1;2012-06-18
COMUNIDADE_NAO_ENCONTRADA;SIDMO;SIDMO\06-AMBIENTE\OLD\SIDMO_CASO_DESENV_PU_V.1.0_COMPARADO.DOC;\MAIN\6;2012-12-05
COMUNIDADE_NAO_ENCONTRADA;SIDMO;SIDMO\06-AMBIENTE\SIDMO_DESENVOLVIMENTO_CASODEDESENVOLVIMENTO.DOCX;\MAIN\1;2016-02-10
COMUNIDADE_NAO_ENCONTRADA;SIDMO;SIDMO\09-GER_PROJETOS\MANUTENCOES\SP201503655 - OS0001 - ABSORÃ§Ã£O DA CARTEIRA ELETRÃ´NICA\ENTREGAS_FSW\1-INICIAÃ§Ã£O\SIDMO_DESENVOLVIMENTO_CASODEDESENVOLVIMENTO.DOCX;\MAIN\1;2015-05-13
CLIENTES;SIDMP;SIDMP\06-AMBIENTE\CASO_DESENV_AGIL.DOC;\MAIN\2;2022-08-16
DEPÓSITOS E CAPTAÇÃO;SIDON;SIDON\06-AMBIENTE\CASO DE DESENVOLVIMENTO SIDON.DOC;\MAIN\1;2007-03-14
DEPÓSITOS E CAPTAÇÃO;SIDON;SIDON\07-GARANTIA_QUALIDADE\REGISTRO DE REVISÃ£O CASO DE DESENVOLVIMENTO SIDON.DOC;\MAIN\1;2007-03-15
CLIENTES;SIDPN;SIDPN\06-AMBIENTE\PPDS_CASO_DESENV_AGIL_SIDPN.DOC;\MAIN\1;2022-08-16
CLIENTES;SIDRE;SIDRE\06-AMBIENTE\CASO_DESENV_AGIL.DOC;\MAIN\1;2022-08-15
FOMENTO E DEPÓSITOS JUDICIAIS;SIDTF;SIDTF\09-GER_PROJETOS\PROJETOS\2087\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-07-29
FOMENTO E DEPÓSITOS JUDICIAIS;SIDTF;SIDTF\09-GER_PROJETOS\PROJETOS\2956\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2011-08-10
PESSOAS;SIEAD;SIEAD\06-AMBIENTE\SIEAD_CASO_DESENVOLVIMENTO.DOC;\MAIN\3;2019-07-02
ESTRUTURANTES DE TI;SIECM;SIECM\06-AMBIENTE\SIECM_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2017-09-22
FUNDOS DE GOVERNO;SIEDT;SIEDT\06-AMBIENTE\CASO_DESENVOLVIMENTO\PPDS_CASO_DESENV_AGIL_SIEDT.DOC;\MAIN\1;2022-08-05
CONTROLADORIA, CONTÁBEIS, TRIBUTOS E ORÇAMENTO;SIEFI;SIEFI\06-AMBIENTE\CASO_DESENVOLVIMENTO_ANT.DOC;\MAIN\3;2017-01-19
CONTROLADORIA, CONTÁBEIS, TRIBUTOS E ORÇAMENTO;SIEFI;SIEFI\06-AMBIENTE\SIEFI_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2018-10-09
ARRECADAÇÃO, CONVÊNIOS E COBRANÇA;SIEMD;SIEMD\09-GER_PROJETOS\MANUTENCOES\DEMANDAS ANTIGAS SIEMD\SP200803826 - PACOTE 001\ARQUIVOS ENCAMINHADOS\PROBANK\0001-122008\01-INI\DOCEB124 - CASO DE DESENVOLVIMENTO - SP200800384.DOC;\MAIN\1;2011-09-15
CRÉDITO COMERCIAL;SIEMP;SIEMP\06-AMBIENTE\SIEMP_CASO_DESENVOLVIMENTO.DOC;\MAIN\3;2009-08-12
CRÉDITO COMERCIAL;SIEMP;SIEMP\08-GER_CONFIG_MUDANCA\HISTORICO_APENAS_CONSULTA\02-ANALISE_DESIGN\MIGRACAO\SIEMP-MIGRACAO_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2010-06-22
CRÉDITO COMERCIAL;SIEMP;SIEMP\08-GER_CONFIG_MUDANCA\HISTORICO_APENAS_CONSULTA\06-AMBIENTE\CAIXA - SIEMP-CONSIGNACAO - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2009-06-10
CRÉDITO COMERCIAL;SIEMP;SIEMP\08-GER_CONFIG_MUDANCA\HISTORICO_APENAS_CONSULTA\06-AMBIENTE\CAIXA - SIEMP-EVOLUCAO - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-11-20
CRÉDITO COMERCIAL;SIEMP;SIEMP\08-GER_CONFIG_MUDANCA\HISTORICO_APENAS_CONSULTA\06-AMBIENTE\SIEMP_ACC_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2011-06-28
CRÉDITO COMERCIAL;SIEMP;SIEMP\08-GER_CONFIG_MUDANCA\HISTORICO_APENAS_CONSULTA\06-AMBIENTE\SIEMP_CONCESSAO_D124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2008-05-23
CRÉDITO COMERCIAL;SIEMP;SIEMP\08-GER_CONFIG_MUDANCA\HISTORICO_APENAS_CONSULTA\06-AMBIENTE\SIEMP_EVOLUCAO_CASO_DESENVOLVIMENTO.DOC;\MAIN\10;2009-01-29
CRÉDITO COMERCIAL;SIEMP;SIEMP\08-GER_CONFIG_MUDANCA\HISTORICO_APENAS_CONSULTA\07-GARANTIA_QUALIDADE\REVISOES\AMBIENTE\SIEMP_RR_CASO_DESENVOLVIMENTO.DOC;\MAIN\4;2008-06-02
CRÉDITO COMERCIAL;SIEMP;SIEMP\08-GER_CONFIG_MUDANCA\HISTORICO_APENAS_CONSULTA\08-GER_CONFIG_MUDANCA\RECEBIDOS\ANO2007_MENSAGENS_OUTLOOK_ENTREGAS\SIEMP-CONSG - TERMO DE ENTREGA DE PRODUTO - 14082007 (CAIXA - SIEMP-CONSIGNACAO - CASO DE DESENVOLVIMENTO.DOC - 1.0).MSG;\MAIN\1;2007-08-24
CRÉDITO COMERCIAL;SIEMP;SIEMP\08-GER_CONFIG_MUDANCA\HISTORICO_APENAS_CONSULTA\09-GER_PROJETOS\PLANO_DESENVOLVIMENTO_SOFTWARE_PDS\CAIXA - SIEMP-CONSIGNACAO - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2009-06-09
CRÉDITO COMERCIAL;SIEMP;SIEMP\08-GER_CONFIG_MUDANCA\HISTORICO_APENAS_CONSULTA\09-GER_PROJETOS\PLANO_DESENVOLVIMENTO_SOFTWARE_PDS\RES CAIXA - SIEMP-CONSIGNACAO - CASO DE DESENVOLVIMENTO.DOC - 1.2.TXT;\MAIN\1;2009-06-09
CRÉDITO COMERCIAL;SIEMP;SIEMP\08-GER_CONFIG_MUDANCA\HISTORICO_APENAS_CONSULTA\09-GER_PROJETOS\PLANO_DESENVOLVIMENTO_SOFTWARE_PDS\RR - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2009-06-09
COMUNIDADE_NAO_ENCONTRADA;SIEMP_CON;SIEMP_CON\TE151\06-AMBIENTE\CAIXA - SIEMP-CONSIGNACAO - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-11-11
COMUNIDADE_NAO_ENCONTRADA;SIEMP_CON;SIEMP_CON\TE151\06-AMBIENTE\CASO DE DESENVOLVIMENTO\CAIXA - SIEMP-CONSIGNACAO - CASO DE DESENVOLVIMENTO.DOC;\MAIN\5;2009-01-05
COMUNIDADE_NAO_ENCONTRADA;SIEMP_CON;SIEMP_CON\TE151\06-AMBIENTE\CASO DE DESENVOLVIMENTO\RR-CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-11-13
COMUNIDADE_NAO_ENCONTRADA;SIEMP_CON;SIEMP_CON\TE151\09-GER_PROJETOS\CASO DE DESENVOLVIMENTO\CAIXA - SIEMP-CONSIGNACAO - CASO DE DESENVOLVIMENTO.DOC;\MAIN\11;2008-06-02
COMUNIDADE_NAO_ENCONTRADA;SIEMP_CON;SIEMP_CON\TE151\09-GER_PROJETOS\CASO DE DESENVOLVIMENTO\REGISTRO DE REVISÃ£O\RR - CASO DE DESENVOLVIMENTO.DOC;\MAIN\5;2008-06-02
COMUNIDADE_NAO_ENCONTRADA;SIEMP_CON;SIEMP_CON\TE151\09-GER_PROJETOS\CASO DE DESENVOLVIMENTO\RES CAIXA - SIEMP-CONSIGNACAO - CASO DE DESENVOLVIMENTO.DOC - 1.2.TXT;\MAIN\1;2007-11-22
FUNDOS DE GOVERNO;SIENC;SIENC\06-AMBIENTE\SIENC_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2019-02-19
MEIOS DE PAGAMENTO;SIEPA;SIEPA\06-AMBIENTE\SIEPA_CASO_DESENVOLVIMENTO.DOC;\MAIN\5;2017-11-27
CONTRATAÇÕES E LOGÍSTICA;SIERC;SIERC\06-AMBIENTE\06_LEGADO\SIERC_CASO_DESENVOLVIMENTO.DOC;\MAIN\5;2012-08-20
ESTRUTURANTES DE TI;SIERE;SIERE\06-AMBIENTE\SIRIE_CASO_DESENVOVIMENTO.DOC;\MAIN\1;2016-08-09
CONTRATAÇÕES E LOGÍSTICA;SIEVJ;SIEVJ\09-GER_PROJETOS\PROJETOS\SIEVJ_2011\SIEVJ_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2011-03-03
CÂMBIO, INVESTIMENTOS E MERCADO DE CAPITAIS;SIEXC;SIEXC\06-AMBIENTE\PPDS_CASO_DESENV_SIEXC.DOC;\MAIN\1;2022-08-12
FUNDOS DE GOVERNO;SIEXT;SIEXT\09-GER_PROJETOS\PROJETOS\285\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2008-11-06
FUNDOS DE GOVERNO;SIFAG;SIFAG\06-AMBIENTE\PPDS_CASO_DESENV_AGIL_SIFAG.DOC;\MAIN\1;2022-07-25
PROGRAMAS SOCIAIS;SIFAM;SIFAM\06-AMBIENTE\APP BOLSA FAMILIA\SIAME_APPBOLSAFAMILIA_CASODESENVOLVIMENTO.DOCX;\MAIN\2;2015-10-13
PROGRAMAS SOCIAIS;SIFAM;SIFAM\06-AMBIENTE\SIFAM-CASO_DESENVOLVIMENTO_AGIL.DOC;\MAIN\1;2022-05-24
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3328\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-01-23
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3328\DOCEB124_CASO_DESENVOLVIMENTO_APROVACAO_CREDENCIAMENTO_FARMACIA.DOC;\MAIN\1;2008-08-21
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3328\DOCEB124_CASO_DESENVOLVIMENTO_FARMACIA_POPULAR.DOC;\MAIN\1;2008-08-20
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3328\DOCEB124_CASO_DESENVOLVIMENTO_FARMACIA_POPULAR_CADASTRO.DOC;\MAIN\2;2009-11-16
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3328\DOCEB124_CASO_DESENVOLVIMENTO_FARMACIA_POUPULAR_AUTORIZADOR.DOC;\MAIN\1;2009-12-11
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3328\DOCEB124_CASO_DESENVOLVIMENTO_RJ200800783.DOC;\MAIN\1;2008-11-10
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3356\DOCEB124_CASO_DESENVOLVIMENTO_SIFAP_3356.DOC;\MAIN\1;2010-03-15
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3356\DOCEB30_EVIDENCIA_APROVACAO_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-04-06
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3380\CASO_DESENVOLVIMENTO\RJ200802433\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-02-13
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3380\CASO_DESENVOLVIMENTO\RJ200802717\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2009-02-19
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3380\CASO_DESENVOLVIMENTO\RJ200900004\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-03-19
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3380\CASO_DESENVOLVIMENTO\RJ200900238\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-03-25
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3380\CASO_DESENVOLVIMENTO\RJ200900532\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-05-18
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3380\CASO_DESENVOLVIMENTO\RJ200901121\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-11-26
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3380\CASO_DESENVOLVIMENTO\RJ200902621\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2010-03-15
COMUNIDADE_NAO_ENCONTRADA;SIFAP;SIFAP\09-GER_PROJETOS\PROJETOS\3380\CASO_DESENVOLVIMENTO\RJ200902663\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2010-02-18
FOMENTO E DEPÓSITOS JUDICIAIS;SIFCF;SIFCF\09-GER_PROJETOS\PROJETOS\2758\AREA_QUALIDADE_APC\DOCEB124_CASO_DESENVOLVIMENTO_2758.DOC;\MAIN\1;2012-06-12
FOMENTO E DEPÓSITOS JUDICIAIS;SIFCF;SIFCF\09-GER_PROJETOS\PROJETOS\2758\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\3;2011-10-18
FOMENTO E DEPÓSITOS JUDICIAIS;SIFCF;SIFCF\09-GER_PROJETOS\PROJETOS\2759\AREA_QUALIDADE_APC\DOCEB124_CASO_DESENVOLVIMENTO_2759.DOC;\MAIN\1;2012-06-12
FOMENTO E DEPÓSITOS JUDICIAIS;SIFCF;SIFCF\09-GER_PROJETOS\PROJETOS\2759\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2011-10-18
FOMENTO E DEPÓSITOS JUDICIAIS;SIFCF;SIFCF\09-GER_PROJETOS\PROJETOS\2760\AREA_QUALIDADE_APC\DOCEB124_CASO_DESENVOLVIMENTO_2760.DOC;\MAIN\1;2012-06-13
FOMENTO E DEPÓSITOS JUDICIAIS;SIFCF;SIFCF\09-GER_PROJETOS\PROJETOS\2760\DOCEB124_CASO_DESENVOLVIMENTO_2760.DOC;\MAIN\2;2011-10-18
FOMENTO E DEPÓSITOS JUDICIAIS;SIFCF;SIFCF\09-GER_PROJETOS\PROJETOS\3137\AREA_QUALIDADE_APC\DOCEB124_CASO_DESENVOLVIMENTO_3137.DOC;\MAIN\1;2012-06-13
FOMENTO E DEPÓSITOS JUDICIAIS;SIFCF;SIFCF\09-GER_PROJETOS\PROJETOS\3137\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2011-10-18
FOMENTO E DEPÓSITOS JUDICIAIS;SIFCF;SIFCF\09-GER_PROJETOS\PROJETOS\3438\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\5;2011-10-18
FOMENTO E DEPÓSITOS JUDICIAIS;SIFCF;SIFCF\09-GER_PROJETOS\PROJETOS\4067\CASOS_DESENVOLVIMENTO.DOC;\MAIN\1;2012-09-24
FUNDOS DE GOVERNO;SIFCG;SIFCG\06-AMBIENTE\APROVACAOCASODESENVOLVIMENTO.PDF;\MAIN\1;2017-07-06
FUNDOS DE GOVERNO;SIFCG;SIFCG\06-AMBIENTE\CASO_DESENVOLVIMENTO_SIFCG.DOC;\MAIN\33;2020-03-04
FUNDOS DE GOVERNO;SIFCG;SIFCG\06-AMBIENTE\SIFCG_CASO_DESENV_MIGRACAO_DELPHOS.DOC;\MAIN\4;2018-05-16
FUNDOS DE GOVERNO;SIFCV;SIFCV\06-AMBIENTE\CASO_DESENVOLVIMENTO_AGIL_SIFCV.DOC;\MAIN\2;2022-08-10
MEIOS DE PAGAMENTO;SIFDL;SIFDL\06-AMBIENTE\SIFDL_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2017-11-28
